thickness,k,n_trees,min_node_size,max_depth,beta,fold,auc,auc_avg,auc_std
50,5,600,0.5%,9,0.4,1,0.9790664911270142,0.9808586239814758,0.001168681075796485
50,5,600,0.5%,9,0.4,2,0.9808815717697144,0.9808586239814758,0.001168681075796485
50,5,600,0.5%,9,0.4,3,0.9823205471038818,0.9808586239814758,0.001168681075796485
50,5,600,0.5%,9,0.4,4,0.9811946749687195,0.9808586239814758,0.001168681075796485
50,5,600,0.5%,9,0.5,0,0.9807851314544678,0.9809101223945618,0.0011698128655552864
50,5,600,0.5%,9,0.5,1,0.9797704815864563,0.9809101223945618,0.0011698128655552864
50,5,600,0.5%,9,0.5,2,0.9799339771270752,0.9809101223945618,0.0011698128655552864
50,5,600,0.5%,9,0.5,3,0.9826204180717468,0.9809101223945618,0.0011698128655552864
50,5,600,0.5%,9,0.5,4,0.9814406633377075,0.9809101223945618,0.0011698128655552864
50,5,600,0.5%,9,0.6,0,0.9813782572746277,0.9805504679679871,0.0014535230584442616
50,5,600,0.5%,9,0.6,1,0.9788501858711243,0.9805504679679871,0.0014535230584442616
50,5,600,0.5%,9,0.6,2,0.9797226786613464,0.9805504679679871,0.0014535230584442616
50,5,600,0.5%,9,0.6,3,0.9825719594955444,0.9805504679679871,0.0014535230584442616
50,5,600,0.5%,9,0.6,4,0.9802294373512268,0.9805504679679871,0.0014535230584442616
50,5,600,0.5%,9,0.7,0,0.9818941950798035,0.9805809259414673,0.0014293824788182974
50,5,600,0.5%,9,0.7,1,0.978904128074646,0.9805809259414673,0.0014293824788182974
50,5,600,0.5%,9,0.7,2,0.9791883230209351,0.9805809259414673,0.0014293824788182974
50,5,600,0.5%,9,0.7,3,0.9817371964454651,0.9805809259414673,0.0014293824788182974
50,5,600,0.5%,9,0.7,4,0.9811808466911316,0.9805809259414673,0.0014293824788182974
50,5,600,0.5%,9,0.8,0,0.9821796417236328,0.9802656173706055,0.0019005824578925967
50,5,600,0.5%,9,0.8,1,0.9782863855361938,0.9802656173706055,0.0019005824578925967
50,5,600,0.5%,9,0.8,2,0.9783198833465576,0.9802656173706055,0.0019005824578925967
50,5,600,0.5%,9,0.8,3,0.9819992184638977,0.9802656173706055,0.0019005824578925967
50,5,600,0.5%,9,0.8,4,0.9805426597595215,0.9802656173706055,0.0019005824578925967
50,5,600,0.5%,9,0.9,0,0.9802400469779968,0.9801298975944519,0.0013841987820342183
50,5,600,0.5%,9,0.9,1,0.9798631072044373,0.9801298975944519,0.0013841987820342183
50,5,600,0.5%,9,0.9,2,0.9784674048423767,0.9801298975944519,0.0013841987820342183
50,5,600,0.5%,9,0.9,3,0.982296884059906,0.9801298975944519,0.0013841987820342183
50,5,600,0.5%,9,0.9,4,0.9797820448875427,0.9801298975944519,0.0013841987820342183
50,5,800,0.5%,9,0.1,0,0.9827126860618591,0.982151985168457,0.001669122837483883
50,5,800,0.5%,9,0.1,1,0.9811954498291016,0.982151985168457,0.001669122837483883
50,5,800,0.5%,9,0.1,2,0.9813632369041443,0.982151985168457,0.001669122837483883
50,5,800,0.5%,9,0.1,3,0.9848167896270752,0.982151985168457,0.001669122837483883
50,5,800,0.5%,9,0.1,4,0.9806717038154602,0.982151985168457,0.001669122837483883
50,5,800,0.5%,9,0.2,0,0.9820347428321838,0.9814054369926453,0.0013606377178803086
50,5,800,0.5%,9,0.2,1,0.9800135493278503,0.9814054369926453,0.0013606377178803086
50,5,800,0.5%,9,0.2,2,0.9800549745559692,0.9814054369926453,0.0013606377178803086
50,5,800,0.5%,9,0.2,3,0.9831746220588684,0.9814054369926453,0.0013606377178803086
50,5,800,0.5%,9,0.2,4,0.9817492365837097,0.9814054369926453,0.0013606377178803086
50,5,800,0.5%,9,0.3,0,0.9820929765701294,0.9814058542251587,0.0012790295295417309
50,5,800,0.5%,9,0.3,1,0.9813723564147949,0.9814058542251587,0.0012790295295417309
50,5,800,0.5%,9,0.3,2,0.9795740246772766,0.9814058542251587,0.0012790295295417309
50,5,800,0.5%,9,0.3,3,0.9830000996589661,0.9814058542251587,0.0012790295295417309
50,5,800,0.5%,9,0.3,4,0.9809896945953369,0.9814058542251587,0.0012790295295417309
50,5,800,0.5%,9,0.4,0,0.9814048409461975,0.9811932444572449,0.0011820081854239106
50,5,800,0.5%,9,0.4,1,0.9793250560760498,0.9811932444572449,0.0011820081854239106
50,5,800,0.5%,9,0.4,2,0.9811859726905823,0.9811932444572449,0.0011820081854239106
50,5,800,0.5%,9,0.4,3,0.9826036691665649,0.9811932444572449,0.0011820081854239106
50,5,800,0.5%,9,0.4,4,0.9814468622207642,0.9811932444572449,0.0011820081854239106
50,5,800,0.5%,9,0.5,0,0.9807592630386353,0.9809126853942871,0.0011844825930893421
50,5,800,0.5%,9,0.5,1,0.9797469973564148,0.9809126853942871,0.0011844825930893421
50,5,800,0.5%,9,0.5,2,0.9799017310142517,0.9809126853942871,0.0011844825930893421
50,5,800,0.5%,9,0.5,3,0.9825741648674011,0.9809126853942871,0.0011844825930893421
50,5,800,0.5%,9,0.5,4,0.9815813302993774,0.9809126853942871,0.0011844825930893421
50,5,800,0.5%,9,0.6,0,0.9821694493293762,0.9808734059333801,0.0016049754340201616
50,5,800,0.5%,9,0.6,1,0.9791682958602905,0.9808734059333801,0.0016049754340201616
50,5,800,0.5%,9,0.6,2,0.9797512888908386,0.9808734059333801,0.0016049754340201616
50,5,800,0.5%,9,0.6,3,0.9829206466674805,0.9808734059333801,0.0016049754340201616
50,5,800,0.5%,9,0.6,4,0.9803573489189148,0.9808734059333801,0.0016049754340201616
50,5,800,0.5%,9,0.7,0,0.9820635318756104,0.9807273149490356,0.001300998730584979
50,5,800,0.5%,9,0.7,1,0.9794355034828186,0.9807273149490356,0.001300998730584979
50,5,800,0.5%,9,0.7,2,0.9792470932006836,0.9807273149490356,0.001300998730584979
50,5,800,0.5%,9,0.7,3,0.9816621541976929,0.9807273149490356,0.001300998730584979
50,5,800,0.5%,9,0.7,4,0.9812284708023071,0.9807273149490356,0.001300998730584979
50,5,800,0.5%,9,0.8,0,0.9823322296142578,0.9803323745727539,0.0019431253895163536
50,5,800,0.5%,9,0.8,1,0.9776521325111389,0.9803323745727539,0.0019431253895163536
50,5,800,0.5%,9,0.8,2,0.9791406989097595,0.9803323745727539,0.0019431253895163536
50,5,800,0.5%,9,0.8,3,0.981879711151123,0.9803323745727539,0.0019431253895163536
50,5,800,0.5%,9,0.8,4,0.980657160282135,0.9803323745727539,0.0019431253895163536
50,5,800,0.5%,9,0.9,0,0.9807960391044617,0.9803453683853149,0.0011458619264885783
50,5,800,0.5%,9,0.9,1,0.9800889492034912,0.9803453683853149,0.0011458619264885783
50,5,800,0.5%,9,0.9,2,0.9788323640823364,0.9803453683853149,0.0011458619264885783
50,5,800,0.5%,9,0.9,3,0.9819598197937012,0.9803453683853149,0.0011458619264885783
50,5,800,0.5%,9,0.9,4,0.9800495505332947,0.9803453683853149,0.0011458619264885783
50,5,1000,0.5%,9,0.1,0,0.9822834134101868,0.981988787651062,0.0014479071833193302
50,5,1000,0.5%,9,0.1,1,0.9807595610618591,0.981988787651062,0.0014479071833193302
50,5,1000,0.5%,9,0.1,2,0.9815738201141357,0.981988787651062,0.0014479071833193302
50,5,1000,0.5%,9,0.1,3,0.9843525886535645,0.981988787651062,0.0014479071833193302
50,5,1000,0.5%,9,0.1,4,0.9809747934341431,0.981988787651062,0.0014479071833193302
50,5,1000,0.5%,9,0.2,0,0.9821527004241943,0.9816387891769409,0.0010726040927693248
50,5,1000,0.5%,9,0.2,1,0.9805313944816589,0.9816387891769409,0.0010726040927693248
50,5,1000,0.5%,9,0.2,2,0.9805409908294678,0.9816387891769409,0.0010726040927693248
50,5,1000,0.5%,9,0.2,3,0.9829723834991455,0.9816387891769409,0.0010726040927693248
50,5,1000,0.5%,9,0.2,4,0.9819963574409485,0.9816387891769409,0.0010726040927693248
50,5,1000,0.5%,9,0.3,0,0.9817776679992676,0.9812921285629272,0.0012507454957813025
50,5,1000,0.5%,9,0.3,1,0.9811656475067139,0.9812921285629272,0.0012507454957813025
50,5,1000,0.5%,9,0.3,2,0.9795013070106506,0.9812921285629272,0.0012507454957813025
50,5,1000,0.5%,9,0.3,3,0.9829497933387756,0.9812921285629272,0.0012507454957813025
50,5,1000,0.5%,9,0.3,4,0.9810667037963867,0.9812921285629272,0.0012507454957813025
50,5,1000,0.5%,9,0.4,0,0.9813196659088135,0.981142520904541,0.0010515933390706778
50,5,1000,0.5%,9,0.4,1,0.9795228242874146,0.981142520904541,0.0010515933390706778
50,5,1000,0.5%,9,0.4,2,0.9809771776199341,0.981142520904541,0.0010515933390706778
50,5,1000,0.5%,9,0.4,3,0.982420027256012,0.981142520904541,0.0010515933390706778
50,5,1000,0.5%,9,0.4,4,0.9814730286598206,0.981142520904541,0.0010515933390706778
50,5,1000,0.5%,9,0.5,0,0.9812774062156677,0.9810491800308228,0.0010003068018704653
50,5,1000,0.5%,9,0.5,1,0.9802007079124451,0.9810491800308228,0.0010003068018704653
50,5,1000,0.5%,9,0.5,2,0.9799017310142517,0.9810491800308228,0.0010003068018704653
50,5,1000,0.5%,9,0.5,3,0.9823522567749023,0.9810491800308228,0.0010003068018704653
50,5,1000,0.5%,9,0.5,4,0.9815137386322021,0.9810491800308228,0.0010003068018704653
50,5,1000,0.5%,9,0.6,0,0.9821927547454834,0.9808761477470398,0.0016875240253284574
50,5,1000,0.5%,9,0.6,1,0.9788770079612732,0.9808761477470398,0.0016875240253284574
50,5,1000,0.5%,9,0.6,2,0.9796646237373352,0.9808761477470398,0.0016875240253284574
50,5,1000,0.5%,9,0.6,3,0.9829185009002686,0.9808761477470398,0.0016875240253284574
50,5,1000,0.5%,9,0.6,4,0.980728030204773,0.9808761477470398,0.0016875240253284574
50,5,1000,0.5%,9,0.7,0,0.9820529222488403,0.9808737635612488,0.0011013239854946733
50,5,1000,0.5%,9,0.7,1,0.9796878099441528,0.9808737635612488,0.0011013239854946733
50,5,1000,0.5%,9,0.7,2,0.9798569679260254,0.9808737635612488,0.0011013239854946733
50,5,1000,0.5%,9,0.7,3,0.9818840622901917,0.9808737635612488,0.0011013239854946733
50,5,1000,0.5%,9,0.7,4,0.9808871746063232,0.9808737635612488,0.0011013239854946733
50,5,1000,0.5%,9,0.8,0,0.9824042916297913,0.9805890917778015,0.002020880114287138
50,5,1000,0.5%,9,0.8,1,0.9778068661689758,0.9805890917778015,0.002020880114287138
50,5,1000,0.5%,9,0.8,2,0.9792470932006836,0.9805890917778015,0.002020880114287138
50,5,1000,0.5%,9,0.8,3,0.9823890328407288,0.9805890917778015,0.002020880114287138
50,5,1000,0.5%,9,0.8,4,0.9810983538627625,0.9805890917778015,0.002020880114287138
50,5,1000,0.5%,9,0.9,0,0.9813207387924194,0.9805253744125366,0.0010057238396257162
50,5,1000,0.5%,9,0.9,1,0.9798274040222168,0.9805253744125366,0.0010057238396257162
50,5,1000,0.5%,9,0.9,2,0.9795374870300293,0.9805253744125366,0.0010057238396257162
50,5,1000,0.5%,9,0.9,3,0.9818519949913025,0.9805253744125366,0.0010057238396257162
50,5,1000,0.5%,9,0.9,4,0.9800891280174255,0.9805253744125366,0.0010057238396257162
50,5,1200,0.5%,9,0.1,0,0.9820696711540222,0.981835663318634,0.0012607810785993934
50,5,1200,0.5%,9,0.1,1,0.9808955192565918,0.981835663318634,0.0012607810785993934
50,5,1200,0.5%,9,0.1,2,0.9811146855354309,0.981835663318634,0.0012607810785993934
50,5,1200,0.5%,9,0.1,3,0.9839423298835754,0.981835663318634,0.0012607810785993934
50,5,1200,0.5%,9,0.1,4,0.9811561107635498,0.981835663318634,0.0012607810785993934
50,5,1200,0.5%,9,0.2,0,0.9819695949554443,0.981519341468811,0.0010384636698290706
50,5,1200,0.5%,9,0.2,1,0.9803779721260071,0.981519341468811,0.0010384636698290706
50,5,1200,0.5%,9,0.2,2,0.9807551503181458,0.981519341468811,0.0010384636698290706
50,5,1200,0.5%,9,0.2,3,0.9830102920532227,0.981519341468811,0.0010384636698290706
50,5,1200,0.5%,9,0.2,4,0.9814839363098145,0.981519341468811,0.0010384636698290706
50,5,1200,0.5%,9,0.3,0,0.9813997745513916,0.9810644388198853,0.0013611759059131145
50,5,1200,0.5%,9,0.3,1,0.9803399443626404,0.9810644388198853,0.0013611759059131145
50,5,1200,0.5%,9,0.3,2,0.9793054461479187,0.9810644388198853,0.0013611759059131145
50,5,1200,0.5%,9,0.3,3,0.982966959476471,0.9810644388198853,0.0013611759059131145
50,5,1200,0.5%,9,0.3,4,0.9813098311424255,0.9810644388198853,0.0013611759059131145
50,5,1200,0.5%,9,0.4,0,0.981579601764679,0.9812312126159668,0.0010998609941452742
50,5,1200,0.5%,9,0.4,1,0.9795568585395813,0.9812312126159668,0.0010998609941452742
50,5,1200,0.5%,9,0.4,2,0.9810777902603149,0.9812312126159668,0.0010998609941452742
50,5,1200,0.5%,9,0.4,3,0.9826018214225769,0.9812312126159668,0.0010998609941452742
50,5,1200,0.5%,9,0.4,4,0.9813399910926819,0.9812312126159668,0.0010998609941452742
50,5,1200,0.5%,9,0.5,0,0.9813058376312256,0.9810296297073364,0.0009292454342357814
50,5,1200,0.5%,9,0.5,1,0.9801468253135681,0.9810296297073364,0.0009292454342357814
50,5,1200,0.5%,9,0.5,2,0.9800299406051636,0.9810296297073364,0.0009292454342357814
50,5,1200,0.5%,9,0.5,3,0.9822258353233337,0.9810296297073364,0.0009292454342357814
50,5,1200,0.5%,9,0.5,4,0.9814395904541016,0.9810296297073364,0.0009292454342357814
50,5,1200,0.5%,9,0.6,0,0.9823901057243347,0.9810293912887573,0.0016558992210775614
50,5,1200,0.5%,9,0.6,1,0.9786894917488098,0.9810293912887573,0.0016558992210775614
50,5,1200,0.5%,9,0.6,2,0.9802551865577698,0.9810293912887573,0.0016558992210775614
50,5,1200,0.5%,9,0.6,3,0.98277348279953,0.9810293912887573,0.0016558992210775614
50,5,1200,0.5%,9,0.6,4,0.9810387492179871,0.9810293912887573,0.0016558992210775614
50,5,1200,0.5%,9,0.7,0,0.982110857963562,0.981033205986023,0.0011483574053272605
50,5,1200,0.5%,9,0.7,1,0.9797394275665283,0.981033205986023,0.0011483574053272605
50,5,1200,0.5%,9,0.7,2,0.9798891544342041,0.981033205986023,0.0011483574053272605
50,5,1200,0.5%,9,0.7,3,0.9820341467857361,0.981033205986023,0.0011483574053272605
50,5,1200,0.5%,9,0.7,4,0.9813923239707947,0.981033205986023,0.0011483574053272605
50,5,1200,0.5%,9,0.8,0,0.9823216795921326,0.9807051420211792,0.0017587043112143874
50,5,1200,0.5%,9,0.8,1,0.9783488512039185,0.9807051420211792,0.0017587043112143874
50,5,1200,0.5%,9,0.8,2,0.9794397354125977,0.9807051420211792,0.0017587043112143874
50,5,1200,0.5%,9,0.8,3,0.9822531342506409,0.9807051420211792,0.0017587043112143874
50,5,1200,0.5%,9,0.8,4,0.9811626672744751,0.9807051420211792,0.0017587043112143874
50,5,1200,0.5%,9,0.9,0,0.9814809560775757,0.9806811213493347,0.0011279128957539797
50,5,1200,0.5%,9,0.9,1,0.9795657992362976,0.9806811213493347,0.0011279128957539797
50,5,1200,0.5%,9,0.9,2,0.9797280430793762,0.9806811213493347,0.0011279128957539797
50,5,1200,0.5%,9,0.9,3,0.9821791648864746,0.9806811213493347,0.0011279128957539797
50,5,1200,0.5%,9,0.9,4,0.9804518222808838,0.9806811213493347,0.0011279128957539797
50,5,1400,0.5%,9,0.1,0,0.9821901917457581,0.9816297292709351,0.0012407670728862286
50,5,1400,0.5%,9,0.1,1,0.9804672598838806,0.9816297292709351,0.0012407670728862286
50,5,1400,0.5%,9,0.1,2,0.98090660572052,0.9816297292709351,0.0012407670728862286
50,5,1400,0.5%,9,0.1,3,0.9835357069969177,0.9816297292709351,0.0012407670728862286
50,5,1400,0.5%,9,0.1,4,0.9810492992401123,0.9816297292709351,0.0012407670728862286
50,5,1400,0.5%,9,0.2,0,0.9820380210876465,0.9815513491630554,0.0010182058904320002
50,5,1400,0.5%,9,0.2,1,0.9805651307106018,0.9815513491630554,0.0010182058904320002
50,5,1400,0.5%,9,0.2,2,0.9806462526321411,0.9815513491630554,0.0010182058904320002
50,5,1400,0.5%,9,0.2,3,0.983005940914154,0.9815513491630554,0.0010182058904320002
50,5,1400,0.5%,9,0.2,4,0.9815017580986023,0.9815513491630554,0.0010182058904320002
50,5,1400,0.5%,9,0.3,0,0.9817740321159363,0.9810473322868347,0.0013810907257720828
50,5,1400,0.5%,9,0.3,1,0.9802123308181763,0.9810473322868347,0.0013810907257720828
50,5,1400,0.5%,9,0.3,2,0.9792889952659607,0.9810473322868347,0.0013810907257720828
50,5,1400,0.5%,9,0.3,3,0.9828667640686035,0.9810473322868347,0.0013810907257720828
50,5,1400,0.5%,9,0.3,4,0.9810947179794312,0.9810473322868347,0.0013810907257720828
50,5,1400,0.5%,9,0.4,0,0.9817543625831604,0.9811697006225586,0.0012013546656817198
50,5,1400,0.5%,9,0.4,1,0.9794232845306396,0.9811697006225586,0.0012013546656817198
50,5,1400,0.5%,9,0.4,2,0.9808858633041382,0.9811697006225586,0.0012013546656817198
50,5,1400,0.5%,9,0.4,3,0.9826849102973938,0.9811697006225586,0.0012013546656817198
50,5,1400,0.5%,9,0.4,4,0.9811004996299744,0.9811697006225586,0.0012013546656817198
50,5,1400,0.5%,9,0.5,0,0.9814165234565735,0.9811047315597534,0.0010601489339023829
50,5,1400,0.5%,9,0.5,1,0.9799100756645203,0.9811047315597534,0.0010601489339023829
50,5,1400,0.5%,9,0.5,2,0.9800857901573181,0.9811047315597534,0.0010601489339023829
50,5,1400,0.5%,9,0.5,3,0.9823048710823059,0.9811047315597534,0.0010601489339023829
50,5,1400,0.5%,9,0.5,4,0.9818066358566284,0.9811047315597534,0.0010601489339023829
50,5,1400,0.5%,9,0.6,0,0.9824002981185913,0.9810503125190735,0.001567915314808488
50,5,1400,0.5%,9,0.6,1,0.9789077639579773,0.9810503125190735,0.001567915314808488
50,5,1400,0.5%,9,0.6,2,0.9800227880477905,0.9810503125190735,0.001567915314808488
50,5,1400,0.5%,9,0.6,3,0.9825555682182312,0.9810503125190735,0.001567915314808488
50,5,1400,0.5%,9,0.6,4,0.9813647270202637,0.9810503125190735,0.001567915314808488
50,5,1400,0.5%,9,0.7,0,0.9820926189422607,0.98106449842453,0.0011877304641529918
50,5,1400,0.5%,9,0.7,1,0.979831337928772,0.98106449842453,0.0011877304641529918
50,5,1400,0.5%,9,0.7,2,0.9797323346138,0.98106449842453,0.0011877304641529918
50,5,1400,0.5%,9,0.7,3,0.9820662140846252,0.98106449842453,0.0011877304641529918
50,5,1400,0.5%,9,0.7,4,0.9816002249717712,0.98106449842453,0.0011877304641529918
50,5,1400,0.5%,9,0.8,0,0.9824665784835815,0.9807600975036621,0.0016846427461132407
50,5,1400,0.5%,9,0.8,1,0.9784629344940186,0.9807600975036621,0.0016846427461132407
50,5,1400,0.5%,9,0.8,2,0.9796678423881531,0.9807600975036621,0.0016846427461132407
50,5,1400,0.5%,9,0.8,3,0.9821277856826782,0.9807600975036621,0.0016846427461132407
50,5,1400,0.5%,9,0.8,4,0.9810754656791687,0.9807600975036621,0.0016846427461132407
50,5,1400,0.5%,9,0.9,0,0.981669545173645,0.9809451103210449,0.0009802330750972033
50,5,1400,0.5%,9,0.9,1,0.9799986481666565,0.9809451103210449,0.0009802330750972033
50,5,1400,0.5%,9,0.9,2,0.9801492094993591,0.9809451103210449,0.0009802330750972033
50,5,1400,0.5%,9,0.9,3,0.9822513461112976,0.9809451103210449,0.0009802330750972033
50,5,1400,0.5%,9,0.9,4,0.9806568026542664,0.9809451103210449,0.0009802330750972033
50,5,200,0.5%,10,0.1,0,0.9823263883590698,0.9823837280273438,0.0021714395843446255
50,5,200,0.5%,10,0.1,1,0.9827049970626831,0.9823837280273438,0.0021714395843446255
50,5,200,0.5%,10,0.1,2,0.9828336834907532,0.9823837280273438,0.0021714395843446255
50,5,200,0.5%,10,0.1,3,0.9850514531135559,0.9823837280273438,0.0021714395843446255
50,5,200,0.5%,10,0.1,4,0.9790021777153015,0.9823837280273438,0.0021714395843446255
50,5,200,0.5%,10,0.2,0,0.982844889163971,0.9822918772697449,0.0011221953900530934
50,5,200,0.5%,10,0.2,1,0.9807923436164856,0.9822918772697449,0.0011221953900530934
50,5,200,0.5%,10,0.2,2,0.9822456240653992,0.9822918772697449,0.0011221953900530934
50,5,200,0.5%,10,0.2,3,0.9837852716445923,0.9822918772697449,0.0011221953900530934
50,5,200,0.5%,10,0.2,4,0.9817913770675659,0.9822918772697449,0.0011221953900530934
50,5,200,0.5%,10,0.3,0,0.9816109538078308,0.9818089604377747,0.00100931734777987
50,5,200,0.5%,10,0.3,1,0.981510579586029,0.9818089604377747,0.00100931734777987
50,5,200,0.5%,10,0.3,2,0.9808990955352783,0.9818089604377747,0.00100931734777987
50,5,200,0.5%,10,0.3,3,0.9835440516471863,0.9818089604377747,0.00100931734777987
50,5,200,0.5%,10,0.3,4,0.9814799427986145,0.9818089604377747,0.00100931734777987
50,5,200,0.5%,10,0.4,0,0.9808707237243652,0.9807580709457397,0.001550878630951047
50,5,200,0.5%,10,0.4,1,0.9788802862167358,0.9807580709457397,0.001550878630951047
50,5,200,0.5%,10,0.4,2,0.979564368724823,0.9807580709457397,0.001550878630951047
50,5,200,0.5%,10,0.4,3,0.9826109409332275,0.9807580709457397,0.001550878630951047
50,5,200,0.5%,10,0.4,4,0.9818644523620605,0.9807580709457397,0.001550878630951047
50,5,200,0.5%,10,0.5,0,0.9820901155471802,0.981675922870636,0.0014325645752251148
50,5,200,0.5%,10,0.5,1,0.9796114563941956,0.981675922870636,0.0014325645752251148
50,5,200,0.5%,10,0.5,2,0.9811254143714905,0.981675922870636,0.0014325645752251148
50,5,200,0.5%,10,0.5,3,0.9835010766983032,0.981675922870636,0.0014325645752251148
50,5,200,0.5%,10,0.5,4,0.9820516109466553,0.981675922870636,0.0014325645752251148
50,5,200,0.5%,10,0.6,0,0.9813702702522278,0.9803946614265442,0.0015963508049026132
50,5,200,0.5%,10,0.6,1,0.9786322712898254,0.9803946614265442,0.0015963508049026132
50,5,200,0.5%,10,0.6,2,0.9797008037567139,0.9803946614265442,0.0015963508049026132
50,5,200,0.5%,10,0.6,3,0.9826444983482361,0.9803946614265442,0.0015963508049026132
50,5,200,0.5%,10,0.6,4,0.9796250462532043,0.9803946614265442,0.0015963508049026132
50,5,200,0.5%,10,0.7,0,0.9796298146247864,0.9796015024185181,0.0013092063600197434
50,5,200,0.5%,10,0.7,1,0.9790168404579163,0.9796015024185181,0.0013092063600197434
50,5,200,0.5%,10,0.7,2,0.9779101610183716,0.9796015024185181,0.0013092063600197434
50,5,200,0.5%,10,0.7,3,0.9814759492874146,0.9796015024185181,0.0013092063600197434
50,5,200,0.5%,10,0.7,4,0.9799746870994568,0.9796015024185181,0.0013092063600197434
50,5,200,0.5%,10,0.8,0,0.979748547077179,0.9791228175163269,0.0011743017239496112
50,5,200,0.5%,10,0.8,1,0.9783934950828552,0.9791228175163269,0.0011743017239496112
50,5,200,0.5%,10,0.8,2,0.9776512384414673,0.9791228175163269,0.0011743017239496112
50,5,200,0.5%,10,0.8,3,0.9806805849075317,0.9791228175163269,0.0011743017239496112
50,5,200,0.5%,10,0.8,4,0.9791402816772461,0.9791228175163269,0.0011743017239496112
50,5,200,0.5%,10,0.9,0,0.9798319339752197,0.9787187576293945,0.0019516851752996445
50,5,200,0.5%,10,0.9,1,0.9771918058395386,0.9787187576293945,0.0019516851752996445
50,5,200,0.5%,10,0.9,2,0.976591944694519,0.9787187576293945,0.0019516851752996445
50,5,200,0.5%,10,0.9,3,0.9813881516456604,0.9787187576293945,0.0019516851752996445
50,5,200,0.5%,10,0.9,4,0.9785900712013245,0.9787187576293945,0.0019516851752996445
50,5,400,0.5%,10,0.1,0,0.9834074378013611,0.9824873805046082,0.0018210699781775475
50,5,400,0.5%,10,0.1,1,0.9817047119140625,0.9824873805046082,0.0018210699781775475
50,5,400,0.5%,10,0.1,2,0.9821754693984985,0.9824873805046082,0.0018210699781775475
50,5,400,0.5%,10,0.1,3,0.9849927425384521,0.9824873805046082,0.0018210699781775475
50,5,400,0.5%,10,0.1,4,0.9801567196846008,0.9824873805046082,0.0018210699781775475
50,5,400,0.5%,10,0.2,0,0.9822277426719666,0.9821168780326843,0.0011219544103369117
50,5,400,0.5%,10,0.2,1,0.9808297157287598,0.9821168780326843,0.0011219544103369117
50,5,400,0.5%,10,0.2,2,0.9812045693397522,0.9821168780326843,0.0011219544103369117
50,5,400,0.5%,10,0.2,3,0.9835808873176575,0.9821168780326843,0.0011219544103369117
50,5,400,0.5%,10,0.2,4,0.9827417135238647,0.9821168780326843,0.0011219544103369117
50,5,400,0.5%,10,0.3,0,0.9816597104072571,0.9814866781234741,0.0009273186442442238
50,5,400,0.5%,10,0.3,1,0.9804454445838928,0.9814866781234741,0.0009273186442442238
50,5,400,0.5%,10,0.3,2,0.9813467264175415,0.9814866781234741,0.0009273186442442238
50,5,400,0.5%,10,0.3,3,0.9829388856887817,0.9814866781234741,0.0009273186442442238
50,5,400,0.5%,10,0.3,4,0.981042742729187,0.9814866781234741,0.0009273186442442238
50,5,400,0.5%,10,0.4,0,0.9808295369148254,0.9809178113937378,0.00114448054227978
50,5,400,0.5%,10,0.4,1,0.979289710521698,0.9809178113937378,0.00114448054227978
50,5,400,0.5%,10,0.4,2,0.98051518201828,0.9809178113937378,0.00114448054227978
50,5,400,0.5%,10,0.4,3,0.9822717308998108,0.9809178113937378,0.00114448054227978
50,5,400,0.5%,10,0.4,4,0.981683075428009,0.9809178113937378,0.00114448054227978
50,5,400,0.5%,10,0.5,0,0.9816779494285583,0.9812237620353699,0.0013005888322368264
50,5,400,0.5%,10,0.5,1,0.9798855781555176,0.9812237620353699,0.0013005888322368264
50,5,400,0.5%,10,0.5,2,0.9806018471717834,0.9812237620353699,0.0013005888322368264
50,5,400,0.5%,10,0.5,3,0.98325115442276,0.9812237620353699,0.0013005888322368264
50,5,400,0.5%,10,0.5,4,0.9807022213935852,0.9812237620353699,0.0013005888322368264
50,5,400,0.5%,10,0.6,0,0.980855405330658,0.9807664155960083,0.0010836635483428836
50,5,400,0.5%,10,0.6,1,0.979921281337738,0.9807664155960083,0.0010836635483428836
50,5,400,0.5%,10,0.6,2,0.9797595143318176,0.9807664155960083,0.0010836635483428836
50,5,400,0.5%,10,0.6,3,0.9824867248535156,0.9807664155960083,0.0010836635483428836
50,5,400,0.5%,10,0.6,4,0.9808090925216675,0.9807664155960083,0.0010836635483428836
50,5,400,0.5%,10,0.7,0,0.9810068607330322,0.9802719354629517,0.0010544892866164446
50,5,400,0.5%,10,0.7,1,0.9793359637260437,0.9802719354629517,0.0010544892866164446
50,5,400,0.5%,10,0.7,2,0.9789802432060242,0.9802719354629517,0.0010544892866164446
50,5,400,0.5%,10,0.7,3,0.9813714027404785,0.9802719354629517,0.0010544892866164446
50,5,400,0.5%,10,0.7,4,0.9806647896766663,0.9802719354629517,0.0010544892866164446
50,5,400,0.5%,10,0.8,0,0.9802506566047668,0.9804240465164185,0.0007378169102594256
50,5,400,0.5%,10,0.8,1,0.9798832535743713,0.9804240465164185,0.0007378169102594256
50,5,400,0.5%,10,0.8,2,0.9796954393386841,0.9804240465164185,0.0007378169102594256
50,5,400,0.5%,10,0.8,3,0.9815219044685364,0.9804240465164185,0.0007378169102594256
50,5,400,0.5%,10,0.8,4,0.9807687401771545,0.9804240465164185,0.0007378169102594256
50,5,400,0.5%,10,0.9,0,0.9809613823890686,0.9801164865493774,0.0012952666729688644
50,5,400,0.5%,10,0.9,1,0.9798819422721863,0.9801164865493774,0.0012952666729688644
